Ortsname                          Breite    Laenge
Ingelfingen                       49n18     9e39
Ingelheim                         49n59     8e5
Ingolstadt                        48n46     11e27
Inning                            48n5      11e9
Insko                             53n27     15e33
Insterburg                        54n38     21e49
Inzell                            47n46     12e44
Iphofen                           49n42     10e15
Ippinghausen                      51n17     9e8
Irrel                             49n51     6e28
Irschenberg                       47n50     11e55
Irsee                             47n54     10e34
Isen                              48n13     12e4
Isenbuettel                       52n26     10e34
Iserlohn                          51n22     7e41
Ismanning                         48n14     11e41
Isny                              47n41     10e2
Ispringen                         48n55     8e40
Isselburg                         51n51     6e28
Isselhorst                        51n57     8e24
Issum                             51n32     6e25
Itzehoe                           53n55     9e31
Izbica                            54n42     17e26
Jabel                             53n32     12e32
Jachenau                          47n36     11e25
Jade                              53n20     8e14
Jaevenitz                         52n31     11e30
Jagel                             54n27     9e32
Jagsthausen                       49n19     9e28
Jagstzell                         49n2      10e5
Jahnsdorf                         50n44     12e51
Jakobshagen                       53n22     15e25
Jandelsbrunn                      48n44     13e42
Jantarnyj                         54n52     19e57
Jarmen                            53n55     13e20
Jasien                            51n46     15e1
Jasienica                         53n37     14e32
Jastrow                           53n26     16e49
Jastrowie                         53n26     16e49
Jatznick                          53n35     13e56
Jauer                             51n3      16e11
